id,gpsCoordinatesLongitude,gpsCoordinatesLatitude,location,tehsil,pincode,district,ward
cm725evky008hu6o4jkl345mn,80.3000,15.2700,Parner,Parner,414302,Ahmednagar,Parner City
cm725evkz008iu6o4mno678op,80.4800,15.1500,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evl0008ju6o4pqr901qr,80.6500,15.0300,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evl1008ku6o4stu234st,80.8300,14.9100,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evl2008lu6o4vwx567uv,81.0100,14.7900,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evl3008mu6o4yz890wx,81.1800,14.6700,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evl4008nu6o4abc123yz,81.3600,14.5500,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evl5008ou6o4def456ab,81.5400,14.4300,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evl6008pu6o4ghi789cd,81.7100,14.3100,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evl7008qu6o4jkl012ef,81.8900,14.1900,Parner,Parner,414302,Ahmednagar,Parner City
cm725evl8008ru6o4mno345gh,82.0700,14.0700,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evl9008su6o4pqr678ij,82.2400,13.9500,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evla008tu6o4stu901kl,82.4200,13.8300,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evlb008uu6o4vwx234mn,82.6000,13.7100,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evlc008vu6o4yz567op,82.7700,13.5900,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evld008wu6o4abc890qr,82.9500,13.4700,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evle008xu6o4def123st,83.1300,13.3500,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evlf008yu6o4ghi456uv,83.3000,13.2300,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evlg008zu6o4jkl789wx,83.4800,13.1100,Parner,Parner,414302,Ahmednagar,Parner City
cm725evlh0090u6o4mno012yz,83.6600,12.9900,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evli0091u6o4pqr345ab,83.8300,12.8700,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evlj0092u6o4stu678cd,84.0100,12.7500,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evlk0093u6o4vwx901ef,84.1900,12.6300,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evll0094u6o4yz234gh,84.3600,12.5100,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evlm0095u6o4abc567ij,84.5400,12.3900,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evln0096u6o4def890kl,84.7200,12.2700,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evlo0097u6o4ghi123mn,84.8900,12.1500,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evlp0098u6o4jkl456op,85.0700,12.0300,Parner,Parner,414302,Ahmednagar,Parner City
cm725evlq0099u6o4mno789qr,85.2500,11.9100,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evlr009au6o4pqr012st,85.4200,11.7900,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evls009bu6o4stu345uv,85.6000,11.6700,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evlt009cu6o4vwx678wx,85.7800,11.5500,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evlu009du6o4yz901yz,85.9500,11.4300,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evlv009eu6o4abc234ab,86.1300,11.3100,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evlw009fu6o4def567cd,86.3100,11.1900,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evlx009gu6o4ghi890ef,86.4800,11.0700,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evly009hu6o4jkl123gh,86.6600,10.9500,Parner,Parner,414302,Ahmednagar,Parner City
cm725evlz009iu6o4mno456ij,86.8400,10.8300,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evm0009ju6o4pqr789kl,87.0100,10.7100,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evm1009ku6o4stu012mn,87.1900,10.5900,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evm2009lu6o4vwx345op,87.3700,10.4700,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evm3009mu6o4yz678qr,87.5400,10.3500,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evm4009nu6o4abc901st,87.7200,10.2300,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evm5009ou6o4def234uv,87.9000,10.1100,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evm6009pu6o4ghi567wx,88.0700,9.9900,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evm7009qu6o4jkl890yz,88.2500,9.8700,Parner,Parner,414302,Ahmednagar,Parner City
cm725evm8009ru6o4mno123ab,88.4300,9.7500,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evm9009su6o4pqr456cd,88.6000,9.6300,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evma009tu6o4stu789ef,88.7800,9.5100,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evmb009uu6o4vwx012gh,88.9600,9.3900,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evmc009vu6o4yz345ij,89.1300,9.2700,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evmd009wu6o4abc678kl,89.3100,9.1500,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evme009xu6o4def901mn,89.4900,9.0300,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evmf009yu6o4ghi234op,89.6600,8.9100,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evmg009zu6o4jkl567qr,89.8400,8.7900,Parner,Parner,414302,Ahmednagar,Parner City
cm725evmh00a0u6o4mno890st,90.0200,8.6700,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evmi00a1u6o4pqr123uv,90.1900,8.5500,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evmj00a2u6o4stu456wx,90.3700,8.4300,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evmk00a3u6o4vwx789yz,90.5500,8.3100,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evml00a4u6o4yz012ab,90.7200,8.1900,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evmm00a5u6o4abc345cd,90.9000,8.0700,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evmn00a6u6o4def678ef,91.0800,7.9500,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evmo00a7u6o4ghi901gh,91.2500,7.8300,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evmp00a8u6o4jkl234ij,91.4300,7.7100,Parner,Parner,414302,Ahmednagar,Parner City
cm725evmq00a9u6o4mno567kl,91.6100,7.5900,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evmr00aau6o4pqr890mn,91.7800,7.4700,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evms00abu6o4stu123op,91.9600,7.3500,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evmt00acu6o4vwx456qr,92.1400,7.2300,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evmu00adu6o4yz789st,92.3100,7.1100,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evmv00aeu6o4abc012uv,92.4900,6.9900,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evmw00afu6o4def345wx,92.6700,6.8700,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evmx00agu6o4ghi678yz,92.8400,6.7500,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evmy00ahu6o4jkl901ab,93.0200,6.6300,Parner,Parner,414302,Ahmednagar,Parner City
cm725evmz00aiu6o4mno234cd,93.2000,6.5100,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evn000aju6o4pqr567ef,93.3700,6.3900,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evn100aku6o4stu890gh,93.5500,6.2700,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evn200alu6o4vwx123ij,93.7300,6.1500,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evn300amu6o4yz456kl,93.9000,6.0300,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evn400anu6o4abc789mn,94.0800,5.9100,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evn500aou6o4def012op,94.2600,5.7900,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evn600apu6o4ghi345qr,94.4300,5.6700,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evn700aqu6o4jkl678st,94.6100,5.5500,Parner,Parner,414302,Ahmednagar,Parner City
cm725evn800aru6o4mno901uv,94.7900,5.4300,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evn900asu6o4pqr234wx,94.9600,5.3100,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evna00atu6o4stu567yz,95.1400,5.1900,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evnb00auu6o4vwx890ab,95.3200,5.0700,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evnc00avu6o4yz123cd,95.4900,4.9500,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evnd00awu6o4abc456ef,95.6700,4.8300,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evne00axu6o4def789gh,95.8500,4.7100,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evnf00ayu6o4ghi012ij,96.0200,4.5900,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evng00azu6o4jkl345kl,96.2000,4.4700,Parner,Parner,414302,Ahmednagar,Parner City
cm725evnh00b0u6o4mno678mn,96.3800,4.3500,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evni00b1u6o4pqr901op,96.5500,4.2300,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evnj00b2u6o4stu234qr,96.7300,4.1100,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evnk00b3u6o4vwx567st,96.9100,3.9900,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evnl00b4u6o4yz890uv,97.0800,3.8700,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evnm00b5u6o4abc123wx,97.2600,3.7500,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evnn00b6u6o4def456yz,97.4400,3.6300,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evno00b7u6o4ghi789ab,97.6100,3.5100,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evnp00b8u6o4jkl012cd,97.7900,3.3900,Parner,Parner,414302,Ahmednagar,Parner City
cm725evnq00b9u6o4mno345ef,97.9700,3.2700,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evnr00bau6o4pqr678gh,98.1400,3.1500,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evns00bbu6o4stu901ij,98.3200,3.0300,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evnt00bcu6o4vwx234kl,98.5000,2.9100,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evnu00bdu6o4yz567mn,98.6700,2.7900,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evnv00beu6o4abc890op,98.8500,2.6700,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evnw00bfu6o4def123qr,99.0300,2.5500,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evnx00bgu6o4ghi456st,99.2000,2.4300,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evny00bhu6o4jkl789uv,99.3800,2.3100,Parner,Parner,414302,Ahmednagar,Parner City
cm725evnz00biu6o4mno012wx,99.5600,2.1900,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evo000bju6o4pqr345yz,99.7300,2.0700,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evo100bku6o4stu678ab,99.9100,1.9500,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evo200blu6o4vwx901cd,100.0900,1.8300,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evo300bmu6o4yz234ef,100.2600,1.7100,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
cm725evo400bnu6o4abc567gh,100.4400,1.5900,Pathardi,Pathardi,414102,Ahmednagar,Pathardi City
cm725evo500bou6o4def890ij,100.6200,1.4700,Jamkhed,Jamkhed,413201,Ahmednagar,Jamkhed City
cm725evo600bpu6o4ghi123kl,100.7900,1.3500,Karjat,Karjat,414402,Ahmednagar,Karjat City
cm725evo700bqu6o4jkl456mn,100.9700,1.2300,Parner,Parner,414302,Ahmednagar,Parner City
cm725evo800bru6o4mno789op,101.1500,1.1100,Shrigonda,Shrigonda,413701,Ahmednagar,Shrigonda City
cm725evo900bsu6o4pqr012qr,101.3200,0.9900,Nagar,Nagar,414001,Ahmednagar,Nagar City
cm725evoa00btu6o4stu345st,101.5000,0.8700,Rahata,Rahata,413712,Ahmednagar,Rahata City
cm725evob00buu6o4vwx678uv,101.6800,0.7500,Nevasa,Nevasa,414105,Ahmednagar,Nevasa City
cm725evoc00bvu6o4yz901wx,101.8500,0.6300,Shevgaon,Shevgaon,414502,Ahmednagar,Shevgaon City
